account_id,linked_phone,linked_device_id,kyc_address_hash,account_age_days,bank_name,bank_ifsc,account_status
ACC0000905,+917416049457,DEV000860,ADDR9232394181,1691,ICICI,ICIC0454427,active
ACC0000906,+917480256210,DEV000861,ADDR5000971765,2598,Kotak,KOTA0318854,reported
ACC0000907,+917026155451,DEV000862,ADDR2787699757,1519,HDFC,HDFC0771839,reported
ACC0000908,+919536491776,DEV000863,ADDR9129756943,656,SBI,SBI0998765,active
ACC0000909,+918832795433,DEV000864,ADDR1456097510,1373,IndusInd,INDU0124280,reported
ACC0000910,+918938927264,DEV000865,ADDR4659407977,362,HDFC,HDFC0396656,reported
ACC0000911,+917132486393,DEV000866,ADDR4339271500,2818,HDFC,HDFC0806435,active
ACC0000912,+919933405197,DEV000867,ADDR5099659668,694,IndusInd,INDU0112504,active
ACC0000913,+917760755702,DEV000868,ADDR9533900302,1392,Axis,AXIS0478550,active
ACC0000914,+918271792107,DEV000869,ADDR1912394390,3577,ICICI,ICIC0930410,active
ACC0000915,+919675373138,DEV000870,ADDR5972564001,2172,ICICI,ICIC0306974,active
ACC0000916,+917274490213,DEV000871,ADDR9671230081,1689,Kotak,KOTA0181373,active
ACC0000917,+917314674000,DEV000872,ADDR7731181331,1995,Kotak,KOTA0737884,active
ACC0000918,+918778459710,DEV000873,ADDR1383881825,2868,Axis,AXIS0647257,active
ACC0000919,+919481425956,DEV000874,ADDR729863038,951,SBI,SBI0394662,active
ACC0000920,+919615736430,DEV000875,ADDR2553542273,2333,HDFC,HDFC0917161,active
ACC0000921,+917958900419,DEV000876,ADDR2911125678,3189,Yes Bank,YES 0177867,active
ACC0000922,+918282161622,DEV000877,ADDR9971070192,2102,ICICI,ICIC0163594,frozen
ACC0000923,+918963825337,DEV000878,ADDR2633779042,1646,Kotak,KOTA0797033,active
ACC0000924,+919764182839,DEV000879,ADDR9819918157,555,ICICI,ICIC0459365,active
ACC0000925,+919393575400,DEV000880,ADDR3487921917,928,Yes Bank,YES 0128802,active
ACC0000926,+918945627707,DEV000881,ADDR480982868,3454,SBI,SBI0569089,active
ACC0000927,+918989750032,DEV000882,ADDR5593995678,1989,ICICI,ICIC0438010,active
ACC0000928,+918779039008,DEV000883,ADDR4656727749,1120,Axis,AXIS0934001,active
ACC0000929,+917614332695,DEV000884,ADDR1805183091,1544,Yes Bank,YES 0435260,active
ACC0000930,+919611567705,DEV000885,ADDR6976964904,2122,IndusInd,INDU0102756,active
ACC0000931,+919027639473,DEV000886,ADDR2593009022,1975,SBI,SBI0653247,active
ACC0000932,+918172299343,DEV000887,ADDR2751653767,2563,Yes Bank,YES 0372061,reported
ACC0000933,+918671887761,DEV000888,ADDR5958231372,962,IndusInd,INDU0626176,frozen
ACC0000934,+918893847457,DEV000889,ADDR7871823869,2380,SBI,SBI0435449,active
ACC0000935,+919606173311,DEV047398,ADDR2994661628,1632,ICICI,ICIC0271774,active
ACC0000936,+917897537893,DEV037080,ADDR9358968167,3434,Axis,AXIS0674355,active
ACC0000937,+917008489306,DEV000890,ADDR1005591644,601,ICICI,ICIC0405359,active
ACC0000938,+919984577938,DEV000891,ADDR5524539461,567,Yes Bank,YES 0532915,active
ACC0000939,+918983451339,DEV000892,ADDR3343626833,1701,ICICI,ICIC0613160,active
ACC0000940,+917630930772,DEV000893,ADDR9037675098,1870,IndusInd,INDU0568274,active
ACC0000941,+917506484014,DEV000894,ADDR6716896501,2530,SBI,SBI0165310,active
ACC0000942,+919085818216,DEV000895,ADDR4529765077,1492,ICICI,ICIC0343987,active
ACC0000943,+919381928445,DEV000896,ADDR1443096263,3337,SBI,SBI0919639,active
ACC0000944,+917754195738,DEV000897,ADDR9461006014,1746,SBI,SBI0620694,active
ACC0000945,+917314783875,DEV000898,ADDR4888675263,498,HDFC,HDFC0628700,reported
ACC0000946,+919782884411,DEV000899,ADDR3233368753,461,SBI,SBI0362671,active
ACC0000947,+919516526197,DEV000900,ADDR3633060841,3553,SBI,SBI0557351,active
ACC0000948,+919918704969,DEV000901,ADDR819323639,515,ICICI,ICIC0574044,active
ACC0000949,+917585466678,DEV000902,ADDR9495049368,3461,SBI,SBI0739601,active
ACC0000950,+919077735890,DEV000903,ADDR5491091010,1036,SBI,SBI0616043,active
ACC0000951,+919592901689,DEV000904,ADDR2774836304,368,Kotak,KOTA0151916,active
ACC0000952,+917119976593,DEV000905,ADDR5435726176,1133,ICICI,ICIC0869483,reported
ACC0000953,+917238635837,DEV044205,ADDR6724555625,2255,ICICI,ICIC0107274,reported
ACC0000954,+918736782585,DEV000906,ADDR8630266706,1579,HDFC,HDFC0686292,active
ACC0000955,+919203224228,DEV000907,ADDR2705695446,2873,ICICI,ICIC0786870,active
ACC0000956,+919794078850,DEV000908,ADDR3499321314,2241,IndusInd,INDU0861346,active
ACC0000957,+918086363796,DEV000909,ADDR4304085477,1480,ICICI,ICIC0338259,active
ACC0000958,+918690156766,DEV000910,ADDR8624043102,2327,HDFC,HDFC0124847,reported
ACC0000959,+918248066311,DEV000911,ADDR4149034964,3546,Axis,AXIS0782005,active
ACC0000960,+917763225206,DEV000912,ADDR4552048589,1520,Kotak,KOTA0571341,frozen
ACC0000961,+919289032892,DEV000913,ADDR2863521515,585,Yes Bank,YES 0511779,frozen
ACC0000962,+919145750246,DEV000914,ADDR4420279713,1509,SBI,SBI0385843,active
ACC0000963,+918065115417,DEV000915,ADDR218031230,3071,Axis,AXIS0791933,active
ACC0000964,+918292961583,DEV000916,ADDR5627311467,817,SBI,SBI0408402,active
ACC0000965,+918570885688,DEV000917,ADDR6129123029,3465,Axis,AXIS0971133,reported
ACC0000966,+919840535850,DEV000918,ADDR2556195340,2159,ICICI,ICIC0142296,active
ACC0000967,+918898482170,DEV000919,ADDR2009113507,2207,ICICI,ICIC0456245,active
ACC0000968,+918662312545,DEV000920,ADDR6653106401,1177,IndusInd,INDU0634707,active
ACC0000969,+917819364221,DEV000921,ADDR8830437260,3362,PNB,PNB0343576,frozen
ACC0000970,+919903030324,DEV000922,ADDR570568326,160,PNB,PNB0437568,active
ACC0000971,+918568867573,DEV000923,ADDR3440087238,1111,SBI,SBI0443590,reported
ACC0000972,+919202981061,DEV000924,ADDR8672578369,1544,PNB,PNB0852758,active
ACC0000973,+918971332997,DEV000925,ADDR5944845265,1757,Yes Bank,YES 0108156,active
ACC0000974,+917828443992,DEV000926,ADDR8614137012,1746,SBI,SBI0188301,active
ACC0000975,+917417190124,DEV000927,ADDR2139926220,565,HDFC,HDFC0621719,active
ACC0000976,+917374900464,DEV000928,ADDR8016371307,846,PNB,PNB0271358,active
ACC0000977,+917366899750,DEV000929,ADDR8801920219,374,ICICI,ICIC0563330,frozen
ACC0000978,+917923801933,DEV000930,ADDR2083228316,2102,Axis,AXIS0275110,reported
ACC0000979,+918571127713,DEV000931,ADDR160238722,1300,ICICI,ICIC0576643,frozen
ACC0000980,+918238372833,DEV000932,ADDR7486720291,2078,Kotak,KOTA0772389,active
ACC0000981,+919628781144,DEV000933,ADDR7940737174,2164,Kotak,KOTA0723842,active
ACC0000982,+917774565491,DEV000934,ADDR825233077,2571,HDFC,HDFC0564195,active
ACC0000983,+918346493312,DEV000935,ADDR4394455438,2010,HDFC,HDFC0354148,reported
ACC0000984,+919412246364,DEV000936,ADDR6107106927,2375,ICICI,ICIC0860305,active
ACC0000985,+918643363878,DEV000937,ADDR1927799646,2155,SBI,SBI0244226,active
ACC0000986,+919017712198,DEV000938,ADDR6362812975,2391,ICICI,ICIC0675141,active
ACC0000987,+918177292902,DEV000939,ADDR9349887981,2262,PNB,PNB0296501,active
ACC0000988,+919402108313,DEV007510,ADDR7682913325,1174,Yes Bank,YES 0692139,reported
ACC0000989,+918373196152,DEV000940,ADDR9277481210,921,Yes Bank,YES 0127051,active
ACC0000990,+918751349134,DEV000941,ADDR1949610591,2880,SBI,SBI0223527,active
ACC0000991,+918249046580,DEV000942,ADDR8575489037,1270,PNB,PNB0987882,reported
ACC0000992,+918341296898,DEV000943,ADDR7123546767,2017,ICICI,ICIC0823103,frozen
ACC0000993,+917963752141,DEV000944,ADDR5055972547,743,SBI,SBI0673721,active
ACC0000994,+917514853911,DEV000945,ADDR876060945,1591,ICICI,ICIC0347734,active
ACC0000995,+917882645668,DEV000946,ADDR6697484446,1947,Yes Bank,YES 0236772,active
ACC0000996,+917704318813,DEV000947,ADDR4849632373,2296,ICICI,ICIC0111410,reported
ACC0000997,+919303931999,DEV016415,ADDR1878644470,1935,Kotak,KOTA0478542,active
ACC0000998,+917474327353,DEV000948,ADDR5670861531,1335,IndusInd,INDU0213183,active
ACC0000999,+918604332648,DEV000949,ADDR9578984528,3511,ICICI,ICIC0194362,active
ACC0001000,+918658743939,DEV000950,ADDR8384642867,1886,HDFC,HDFC0887906,active
ACC0001001,+917334009313,DEV000951,ADDR1245310766,2956,SBI,SBI0265308,active
ACC0001002,+917871527086,DEV000952,ADDR7337638400,2696,IndusInd,INDU0166281,active
ACC0001003,+918803643459,DEV000953,ADDR7434739425,2051,IndusInd,INDU0966561,active
ACC0001004,+919147806808,DEV000954,ADDR9891507476,3238,ICICI,ICIC0302666,active
ACC0001005,+917797340683,DEV000955,ADDR3720672407,494,IndusInd,INDU0368035,reported
ACC0001006,+917941839350,DEV000956,ADDR9571542501,3364,Yes Bank,YES 0129033,active
ACC0001007,+918011760628,DEV000957,ADDR165236040,3107,HDFC,HDFC0547928,frozen
ACC0001008,+919841128906,DEV000958,ADDR6148095424,1853,IndusInd,INDU0304940,active
ACC0001009,+917623978016,DEV000959,ADDR5479613161,2684,Axis,AXIS0991113,active
ACC0001010,+919674524176,DEV000960,ADDR3474932356,1913,SBI,SBI0501973,active
ACC0001011,+917147218764,DEV000961,ADDR4863300321,1002,Kotak,KOTA0660111,active
ACC0001012,+918253336259,DEV000962,ADDR2554923659,2925,PNB,PNB0132541,active
ACC0001013,+918849320034,DEV000963,ADDR9017603494,920,SBI,SBI0176541,reported
ACC0001014,+917016429082,DEV000964,ADDR9798389873,1168,Yes Bank,YES 0747968,frozen
ACC0001015,+919193320307,DEV000965,ADDR5706979454,1909,Kotak,KOTA0725515,frozen
ACC0001016,+919222251191,DEV000966,ADDR9852985715,3061,PNB,PNB0141460,reported
ACC0001017,+918257957801,DEV000967,ADDR2400960197,1419,ICICI,ICIC0481552,active
ACC0001018,+918658591030,DEV000968,ADDR2309303570,1818,Kotak,KOTA0130901,frozen
ACC0001019,+919932887907,DEV000969,ADDR4635968725,180,SBI,SBI0287454,frozen
ACC0001020,+919883711192,DEV000970,ADDR5799445143,449,IndusInd,INDU0417560,active
ACC0001021,+918898513037,DEV000971,ADDR5859735125,232,SBI,SBI0143471,active
ACC0001022,+918277304660,DEV000972,ADDR7721859990,290,ICICI,ICIC0520719,active
ACC0001023,+917144075963,DEV000973,ADDR5014400996,3174,Kotak,KOTA0430089,reported
ACC0001024,+919019448257,DEV000974,ADDR5297539347,3078,PNB,PNB0167335,active
ACC0001025,+917572479624,DEV000975,ADDR9813122675,3005,PNB,PNB0169356,active
ACC0001026,+918236006244,DEV000976,ADDR301758867,231,HDFC,HDFC0807168,reported
ACC0001027,+919270416430,DEV000977,ADDR8921696489,311,Kotak,KOTA0591848,reported
ACC0001028,+917196994871,DEV000978,ADDR4182253296,1045,HDFC,HDFC0769030,reported
ACC0001029,+917466932000,DEV000979,ADDR6409768546,2076,SBI,SBI0847904,active
ACC0001030,+919206565090,DEV000980,ADDR9508754170,1239,Axis,AXIS0972332,active
ACC0001031,+919051773430,DEV000981,ADDR5852937100,1794,HDFC,HDFC0386434,active
ACC0001032,+919680292075,DEV000982,ADDR5065840462,656,SBI,SBI0997435,active
ACC0001033,+919668815795,DEV005147,ADDR3209268242,2675,Kotak,KOTA0597673,active
ACC0001034,+919598111000,DEV000983,ADDR518012169,1166,Axis,AXIS0940928,active
ACC0001035,+919075462510,DEV000984,ADDR6104956204,270,Kotak,KOTA0181411,active
ACC0001036,+917439584106,DEV000985,ADDR8497282335,2718,IndusInd,INDU0853942,active
ACC0001037,+919096527130,DEV000986,ADDR8981386887,3298,SBI,SBI0193024,active
ACC0001038,+919598230943,DEV000987,ADDR5561546191,83,SBI,SBI0583276,active
ACC0001039,+917095205647,DEV000988,ADDR3122778080,1610,Yes Bank,YES 0151405,active
ACC0001040,+919322348566,DEV000989,ADDR1826429120,3024,SBI,SBI0800756,active
ACC0001041,+918091228221,DEV000990,ADDR9668917322,2586,IndusInd,INDU0511961,active
ACC0001042,+919392082053,DEV000991,ADDR6183348007,3130,HDFC,HDFC0384705,active
ACC0001043,+917349209137,DEV000992,ADDR8658733097,1533,Axis,AXIS0667037,active
ACC0001044,+918368734047,DEV000993,ADDR1594641409,1377,HDFC,HDFC0468725,active
ACC0001045,+917686005074,DEV000994,ADDR871923706,2597,SBI,SBI0951440,active
ACC0001046,+919105527811,DEV000995,ADDR3411546989,586,PNB,PNB0999476,active
ACC0001047,+918939878262,DEV000996,ADDR1725674857,896,HDFC,HDFC0561303,active
ACC0001048,+919990965812,DEV027043,ADDR4013727859,2205,IndusInd,INDU0694270,reported
ACC0001049,+917455108878,DEV000997,ADDR4495287404,2449,PNB,PNB0556791,active
ACC0001050,+917310664429,DEV000998,ADDR2106607940,463,Axis,AXIS0634999,frozen
ACC0001051,+918541659776,DEV000999,ADDR5193765574,1870,HDFC,HDFC0683166,active
ACC0001052,+917696317877,DEV001000,ADDR7409943313,1351,PNB,PNB0525238,active
ACC0001053,+919119143880,DEV001001,ADDR3845357488,1846,Kotak,KOTA0304726,active
ACC0001054,+919885417138,DEV001002,ADDR8657355375,3499,IndusInd,INDU0761394,reported
ACC0001055,+918381009179,DEV001003,ADDR6157038255,307,Axis,AXIS0789295,active
ACC0001056,+917060439130,DEV001004,ADDR408404371,3633,Yes Bank,YES 0193915,active
ACC0001057,+919000498151,DEV001005,ADDR4433259018,1657,Yes Bank,YES 0271471,active
ACC0001058,+919724084661,DEV001006,ADDR7428303949,2825,HDFC,HDFC0923581,active
ACC0001059,+917878129861,DEV001007,ADDR4783410303,1566,Kotak,KOTA0931696,active
ACC0001060,+918828182067,DEV001008,ADDR2397581965,1155,SBI,SBI0366984,active
ACC0001061,+917355705707,DEV001009,ADDR2571319754,2819,Kotak,KOTA0969750,active
ACC0001062,+918026019484,DEV001010,ADDR8562044331,2519,SBI,SBI0158731,reported
ACC0001063,+917804628684,DEV001011,ADDR8906715640,551,ICICI,ICIC0569584,active
ACC0001064,+917152510019,DEV001012,ADDR2523122027,2583,Yes Bank,YES 0874138,reported
ACC0001065,+918304704031,DEV001013,ADDR3389392106,2756,SBI,SBI0792316,frozen
ACC0001066,+917243382637,DEV001014,ADDR7937603844,1433,SBI,SBI0733512,active
ACC0001067,+918708296297,DEV001015,ADDR1257492893,3380,Axis,AXIS0126465,frozen
ACC0001068,+918073371439,DEV001016,ADDR2134113936,2350,Axis,AXIS0422862,reported
ACC0001069,+917699367629,DEV001017,ADDR9664290088,1237,SBI,SBI0765552,active
ACC0001070,+917733438063,DEV001018,ADDR3471461096,68,ICICI,ICIC0412226,active
ACC0001071,+917833067703,DEV001019,ADDR3597345674,2473,ICICI,ICIC0669402,active
ACC0001072,+918663349795,DEV001020,ADDR5129560569,786,HDFC,HDFC0818001,frozen
ACC0001073,+917738297268,DEV001021,ADDR6127344147,2768,IndusInd,INDU0184148,active
ACC0001074,+919760376463,DEV001022,ADDR8159809196,1930,SBI,SBI0358424,active
ACC0001075,+919174983630,DEV001023,ADDR2639977954,1719,HDFC,HDFC0668756,active
ACC0001076,+917410353518,DEV001024,ADDR1149555313,622,Axis,AXIS0789589,frozen
ACC0001077,+919758204754,DEV001025,ADDR8889434934,2605,Yes Bank,YES 0646534,active
ACC0001078,+919497287186,DEV001026,ADDR3506339465,630,IndusInd,INDU0226322,reported
ACC0001079,+918960269417,DEV001027,ADDR2374915838,1542,SBI,SBI0705604,active
ACC0001080,+919418049894,DEV001028,ADDR5479795029,3057,Axis,AXIS0165473,active
ACC0001081,+919675760101,DEV001029,ADDR7394378204,3361,Yes Bank,YES 0230334,active
ACC0001082,+917341760691,DEV001030,ADDR87055557,3610,ICICI,ICIC0204646,active
ACC0001083,+917448473564,DEV001031,ADDR5729551689,3498,ICICI,ICIC0889644,reported
ACC0001084,+917352443324,DEV001032,ADDR1887777566,2042,Kotak,KOTA0985539,active
ACC0001085,+917911100859,DEV001033,ADDR8678014838,755,Axis,AXIS0387702,active
ACC0001086,+917113144671,DEV001034,ADDR9445338747,3067,PNB,PNB0960824,reported
ACC0001087,+919039475057,DEV001035,ADDR2679973345,2931,Axis,AXIS0451554,active
ACC0001088,+917983568973,DEV001036,ADDR6652064876,3614,SBI,SBI0832641,active
ACC0001089,+918805931063,DEV001037,ADDR7250820588,2386,HDFC,HDFC0526638,active
ACC0001090,+918664468663,DEV001038,ADDR2250729378,542,Axis,AXIS0624128,active
ACC0001091,+917386792945,DEV001039,ADDR5904965458,1850,ICICI,ICIC0934381,reported
ACC0001092,+919575264710,DEV001040,ADDR5872752079,1652,ICICI,ICIC0828972,active
ACC0001093,+918739127919,DEV001041,ADDR218479838,3081,SBI,SBI0521650,reported
ACC0001094,+918965223865,DEV001042,ADDR6820989722,1451,Yes Bank,YES 0587296,reported
ACC0001095,+917471069415,DEV001043,ADDR4124671007,1219,Yes Bank,YES 0560301,active
ACC0001096,+919484155044,DEV001044,ADDR2088959796,319,ICICI,ICIC0536305,active
ACC0001097,+918888202634,DEV001045,ADDR9177080067,3054,Axis,AXIS0174686,active
ACC0001098,+919533349799,DEV001046,ADDR232081741,2764,SBI,SBI0712862,active
ACC0001099,+918853665582,DEV001047,ADDR5351939720,179,ICICI,ICIC0454762,active
ACC0001100,+919551126024,DEV001048,ADDR3477360365,1600,ICICI,ICIC0235524,active
ACC0001101,+918882599061,DEV001049,ADDR1985978891,1766,Axis,AXIS0380991,frozen
ACC0001102,+919251746711,DEV016806,ADDR2331893851,1728,ICICI,ICIC0691915,active
ACC0001103,+917288795457,DEV001050,ADDR7460891819,3356,ICICI,ICIC0518492,active
ACC0001104,+918635356117,DEV001051,ADDR6054466404,575,HDFC,HDFC0873632,active
ACC0001105,+917743754699,DEV001052,ADDR7700430280,1138,SBI,SBI0130395,active
ACC0001106,+918723013471,DEV001053,ADDR8547825514,684,Yes Bank,YES 0201117,active
ACC0001107,+918630659741,DEV001054,ADDR8463285651,913,SBI,SBI0607447,reported
ACC0001108,+919103104965,DEV001055,ADDR1174924979,3313,HDFC,HDFC0140905,reported
ACC0001109,+917406242307,DEV001056,ADDR1930073456,3435,ICICI,ICIC0695847,active
ACC0001110,+918163252576,DEV001057,ADDR2227889232,191,HDFC,HDFC0260724,active
ACC0001111,+917275363879,DEV001058,ADDR4494271452,2318,IndusInd,INDU0928530,reported
ACC0001112,+918862130255,DEV001059,ADDR6782078850,872,ICICI,ICIC0199150,reported
ACC0001113,+919343692297,DEV001060,ADDR1220328072,727,HDFC,HDFC0571702,active
ACC0001114,+917746151048,DEV001061,ADDR7413087012,1087,SBI,SBI0542672,reported
ACC0001115,+918748033467,DEV001062,ADDR9996855747,733,SBI,SBI0421308,reported
ACC0001116,+919851981079,DEV001063,ADDR1495035743,1804,ICICI,ICIC0447189,active
ACC0001117,+919961605996,DEV001064,ADDR3347915684,3634,Yes Bank,YES 0178749,reported
ACC0001118,+918561573680,DEV001065,ADDR9675875303,2152,SBI,SBI0606641,active
ACC0001119,+919493573396,DEV001066,ADDR7990208978,2648,Axis,AXIS0589371,reported
ACC0001120,+919117357768,DEV001067,ADDR9053972612,1815,PNB,PNB0895221,active
ACC0001121,+917176290389,DEV001068,ADDR7077875164,80,HDFC,HDFC0937323,active
ACC0001122,+917233348183,DEV001069,ADDR5581360186,334,Axis,AXIS0142070,active
ACC0001123,+918912060467,DEV001070,ADDR1748186215,1003,Axis,AXIS0235199,frozen
ACC0001124,+917924304439,DEV001071,ADDR270889913,912,Axis,AXIS0259981,frozen
ACC0001125,+917694047624,DEV001072,ADDR981955066,3072,Yes Bank,YES 0797807,active
ACC0001126,+917476703358,DEV001073,ADDR9653701378,3083,HDFC,HDFC0315624,active
ACC0001127,+917592906846,DEV001074,ADDR152193363,3121,SBI,SBI0682084,active
ACC0001128,+918941481415,DEV001075,ADDR8334055706,2338,IndusInd,INDU0104400,active
ACC0001129,+917314343834,DEV001076,ADDR1379613107,2043,SBI,SBI0363803,active
ACC0001130,+919868104908,DEV017132,ADDR322202083,2379,HDFC,HDFC0838164,active
ACC0001131,+917603822847,DEV001077,ADDR747654165,1502,Yes Bank,YES 0467008,active
ACC0001132,+917365912456,DEV001078,ADDR7046160359,2456,IndusInd,INDU0341175,active
ACC0001133,+918521782084,DEV001079,ADDR9828255850,2905,ICICI,ICIC0420165,active
ACC0001134,+917529699872,DEV001080,ADDR7289465324,2791,HDFC,HDFC0574078,active
ACC0001135,+919667343810,DEV001081,ADDR5503402739,2252,SBI,SBI0629322,active
ACC0001136,+918907645202,DEV001082,ADDR8986637218,240,SBI,SBI0270040,active
ACC0001137,+919795223271,DEV001083,ADDR8620098010,2654,Yes Bank,YES 0561822,active
ACC0001138,+917081776404,DEV001084,ADDR8665112523,1357,Kotak,KOTA0582815,reported
ACC0001139,+919605907399,DEV001085,ADDR5700885782,2722,IndusInd,INDU0789038,active
ACC0001140,+918731310617,DEV001086,ADDR5392231552,1983,SBI,SBI0242590,active
ACC0001141,+917660149119,DEV001087,ADDR1103066755,3219,PNB,PNB0438265,active
ACC0001142,+918970095655,DEV001088,ADDR6463689045,1255,Yes Bank,YES 0298806,active
ACC0001143,+917940432100,DEV001089,ADDR9593775131,3401,Kotak,KOTA0863917,reported
ACC0001144,+917469246031,DEV001090,ADDR4867615298,3087,Axis,AXIS0255995,active
ACC0001145,+918841697283,DEV001091,ADDR5121561122,1228,ICICI,ICIC0162200,active
ACC0001146,+919039483836,DEV001092,ADDR6767560639,1776,Axis,AXIS0747253,reported
ACC0001147,+917873370681,DEV001093,ADDR4232443170,1953,SBI,SBI0470475,active
ACC0001148,+918085304846,DEV001094,ADDR6799223372,2812,Axis,AXIS0767010,active
ACC0001149,+919437186877,DEV001095,ADDR6178793320,2524,Axis,AXIS0716621,active
ACC0001150,+919667326537,DEV008029,ADDR4217636030,3114,PNB,PNB0775631,active
ACC0001151,+917643173759,DEV001096,ADDR7688135133,1368,IndusInd,INDU0823224,active
ACC0001152,+919380059974,DEV001097,ADDR6561778574,1857,Axis,AXIS0291455,reported
ACC0001153,+918112014146,DEV001098,ADDR6677391018,1589,Axis,AXIS0657963,active
ACC0001154,+917620733942,DEV022098,ADDR6729469292,3322,SBI,SBI0380780,reported
ACC0001155,+918852536269,DEV001099,ADDR6262729315,1134,Yes Bank,YES 0649594,active
ACC0001156,+919096853872,DEV001100,ADDR1287977648,2155,Axis,AXIS0691426,active
ACC0001157,+919231630886,DEV001101,ADDR5308580097,465,PNB,PNB0682619,active
ACC0001158,+918778761286,DEV001102,ADDR9362050325,3107,HDFC,HDFC0597341,active
ACC0001159,+917396249859,DEV001103,ADDR9430153754,1420,Yes Bank,YES 0921916,frozen
ACC0001160,+918922031742,DEV001104,ADDR1452402670,1262,ICICI,ICIC0347170,active
ACC0001161,+919148417550,DEV001105,ADDR5073840983,2140,Axis,AXIS0478285,active
ACC0001162,+918201495008,DEV001106,ADDR7815395046,1835,Kotak,KOTA0843181,active
ACC0001163,+917040126617,DEV001107,ADDR565533186,3099,Yes Bank,YES 0626417,frozen
ACC0001164,+918391767447,DEV001108,ADDR4765531546,1953,Axis,AXIS0623083,reported
ACC0001165,+918289501594,DEV001109,ADDR1087797723,1901,SBI,SBI0283135,active
ACC0001166,+919327392466,DEV001110,ADDR9127211109,410,Kotak,KOTA0580855,active
ACC0001167,+918497154574,DEV001111,ADDR5053604612,109,Kotak,KOTA0279723,active
ACC0001168,+919793112420,DEV001112,ADDR6972922727,1472,SBI,SBI0749487,active
ACC0001169,+917485065391,DEV001113,ADDR2114259302,3643,ICICI,ICIC0737202,active
ACC0001170,+917549965641,DEV001114,ADDR6323495763,3350,IndusInd,INDU0299412,frozen
ACC0001171,+917074194802,DEV001115,ADDR6402028581,2306,SBI,SBI0325402,reported
ACC0001172,+918751227675,DEV001116,ADDR5398312619,2313,SBI,SBI0759156,active
ACC0001173,+917454708183,DEV001117,ADDR6923777032,1447,IndusInd,INDU0859959,active
ACC0001174,+917543965837,DEV001118,ADDR807652687,672,Kotak,KOTA0455939,active
ACC0001175,+918621554394,DEV001119,ADDR580173113,60,SBI,SBI0834619,active
ACC0001176,+919200637323,DEV001120,ADDR2151007375,1256,Yes Bank,YES 0595554,active
ACC0001177,+919045270864,DEV001121,ADDR9949524102,1175,Yes Bank,YES 0817710,active
ACC0001178,+918069214818,DEV001122,ADDR8198099139,723,Yes Bank,YES 0757473,reported
ACC0001179,+919018236509,DEV001123,ADDR3576965751,968,HDFC,HDFC0116668,active
ACC0001180,+917054253104,DEV001124,ADDR4144030565,119,ICICI,ICIC0271346,active
ACC0001181,+917456938553,DEV001125,ADDR9345690289,2230,ICICI,ICIC0834032,active
ACC0001182,+918161813346,DEV001126,ADDR6215098553,3387,Kotak,KOTA0367319,active
ACC0001183,+918143360058,DEV001127,ADDR5461042677,2530,IndusInd,INDU0131470,active
ACC0001184,+919656905002,DEV001128,ADDR793164602,1652,SBI,SBI0955194,active
ACC0001185,+919908679216,DEV001129,ADDR6172380693,1551,HDFC,HDFC0742155,reported
ACC0001186,+919156940744,DEV001130,ADDR2918916915,1143,ICICI,ICIC0354466,active
ACC0001187,+918959499465,DEV001131,ADDR9349423390,545,Kotak,KOTA0703273,active
ACC0001188,+919078934540,DEV001132,ADDR6344284393,2196,IndusInd,INDU0627464,reported
ACC0001189,+917434821368,DEV001133,ADDR7952059680,2080,Axis,AXIS0520357,reported
ACC0001190,+919965714100,DEV001134,ADDR3680413872,56,SBI,SBI0798328,active
ACC0001191,+918576299989,DEV001135,ADDR4991092534,1534,Yes Bank,YES 0544269,active
ACC0001192,+919260708551,DEV001136,ADDR8415005657,1036,IndusInd,INDU0304942,reported
ACC0001193,+919783559997,DEV001137,ADDR9105414215,646,Kotak,KOTA0848544,frozen
ACC0001194,+919610914478,DEV001138,ADDR7236483144,2574,ICICI,ICIC0735884,active
ACC0001195,+917539170372,DEV001139,ADDR8737222508,1933,Axis,AXIS0938766,active
ACC0001196,+919115905940,DEV001140,ADDR346289411,2324,ICICI,ICIC0654181,active
ACC0001197,+919382712796,DEV001141,ADDR1158301226,2612,SBI,SBI0423312,active
ACC0001198,+917421325344,DEV001142,ADDR3992672132,3584,HDFC,HDFC0902989,reported
ACC0001199,+917624015198,DEV001143,ADDR9193624197,2936,SBI,SBI0502783,active
ACC0001200,+919952360211,DEV001144,ADDR5971165790,2275,ICICI,ICIC0400083,active
ACC0001201,+918535207687,DEV001145,ADDR428378987,3212,Axis,AXIS0659641,reported
ACC0001202,+919559437750,DEV001146,ADDR6152949055,1758,SBI,SBI0399890,reported
ACC0001203,+919173189545,DEV001147,ADDR158141685,3594,ICICI,ICIC0379515,reported
ACC0001204,+918003709569,DEV001148,ADDR7016007687,2786,ICICI,ICIC0241888,frozen
ACC0001205,+917922966485,DEV001149,ADDR2723705281,2386,IndusInd,INDU0810231,active
ACC0001206,+919419697358,DEV001150,ADDR359795346,3300,SBI,SBI0577010,active
ACC0001207,+919941315972,DEV001151,ADDR527482654,1894,IndusInd,INDU0360531,frozen
ACC0001208,+919417118314,DEV001152,ADDR8983299297,2638,HDFC,HDFC0713979,reported
ACC0001209,+917329393745,DEV001153,ADDR2861607010,1060,HDFC,HDFC0684305,active
ACC0001210,+919537633948,DEV001154,ADDR1929307810,3516,IndusInd,INDU0343813,reported
