call_id,caller_id,callee_id,call_timestamp,call_duration_sec,is_spoofed_number,call_frequency_24h
CALL0001588,+917696751447,+917696751447,2024-12-11 03:00:00,8052,0,7
CALL0001589,+917696751447,+917696751447,2024-09-02 22:00:00,5648,0,11
CALL0001590,+917696751447,+917696751447,2024-11-14 23:00:00,3113,1,7
CALL0001591,+917696751447,+917696751447,2024-05-04 17:00:00,7886,1,9
CALL0001592,+917696751447,+917696751447,2024-11-01 00:00:00,5646,0,3
CALL0001593,+917696751447,+917696751447,2024-08-09 11:00:00,10763,1,12
CALL0001594,+917696751447,+917696751447,2024-01-07 21:00:00,3418,0,4
CALL0001595,+918680150188,+917696751447,2024-06-19 23:00:00,8574,1,4
CALL0001596,+917696751447,+917696751447,2024-02-02 00:00:00,10329,1,10
CALL0001597,+918523180964,+917467099698,2024-05-11 11:00:00,4385,1,3
CALL0001598,+919890841993,+918523180964,2024-07-10 22:00:00,2542,1,9
CALL0001599,+918523180964,+917467099698,2024-11-21 02:00:00,6380,0,14
CALL0001600,+918523180964,+919890841993,2024-02-11 17:00:00,4325,0,2
CALL0001601,+917467099698,+917467099698,2024-05-21 18:00:00,6324,0,5
CALL0001602,+917467099698,+917467099698,2024-03-11 10:00:00,5307,0,3
CALL0001603,+917467099698,+919890841993,2024-06-29 06:00:00,3332,0,8
CALL0001604,+918523180964,+917467099698,2024-08-28 18:00:00,9153,0,7
CALL0001605,+917467099698,+918523180964,2024-01-17 03:00:00,7280,1,2
CALL0001606,+919890841993,+917467099698,2024-01-29 17:00:00,8304,0,8
CALL0001607,+917467099698,+917467099698,2024-08-07 04:00:00,9388,1,12
CALL0001608,+917474821929,+917474821929,2024-04-09 09:00:00,1622,1,4
CALL0001609,+917474821929,+917474821929,2024-08-24 14:00:00,10060,0,5
CALL0001610,+917474821929,+917474821929,2024-02-05 13:00:00,4622,1,10
CALL0001611,+917474821929,+917474821929,2024-09-10 12:00:00,724,0,15
CALL0001612,+917474821929,+917474821929,2024-09-10 14:00:00,10642,0,8
CALL0001613,+917474821929,+917474821929,2024-10-01 22:00:00,9140,0,14
CALL0001614,+917474821929,+917474821929,2024-05-27 12:00:00,5770,1,7
CALL0001615,+917474821929,+917474821929,2024-12-07 09:00:00,6107,0,7
CALL0001616,+917474821929,+917474821929,2024-11-04 05:00:00,4100,0,14
CALL0001617,+917474821929,+917474821929,2024-06-23 10:00:00,4217,1,8
CALL0001618,+917474821929,+917474821929,2024-04-22 10:00:00,973,1,13
CALL0001619,+917474821929,+917474821929,2024-11-30 03:00:00,3883,1,15
CALL0001620,+917215505097,+917215505097,2024-05-17 08:00:00,2131,1,4
CALL0001621,+918886957985,+917215505097,2024-04-04 17:00:00,9440,1,9
CALL0001622,+918886957985,+917215505097,2024-08-22 14:00:00,4963,0,15
CALL0001623,+917215505097,+918886957985,2024-02-24 02:00:00,4120,1,3
CALL0001624,+917215505097,+917215505097,2024-02-06 23:00:00,4011,0,14
CALL0001625,+917215505097,+917215505097,2024-01-16 02:00:00,3940,1,13
CALL0001626,+917215505097,+917215505097,2024-06-22 07:00:00,7982,0,15
CALL0001627,+917215505097,+918886957985,2024-11-26 00:00:00,2269,0,7
CALL0001628,+917215505097,+917215505097,2024-08-26 00:00:00,2194,1,2
CALL0001629,+917215505097,+917215505097,2024-07-09 06:00:00,2119,0,6
CALL0001630,+917215505097,+917215505097,2024-04-03 02:00:00,7486,1,2
CALL0001631,+917215505097,+917215505097,2024-02-16 16:00:00,5992,1,7
CALL0001632,+917215505097,+917215505097,2024-05-17 01:00:00,3171,1,5
CALL0001633,+917215505097,+917215505097,2024-11-25 09:00:00,8950,0,3
CALL0001634,+917215505097,+917215505097,2024-03-30 23:00:00,2196,1,6
CALL0001635,+918886957985,+917215505097,2024-10-04 18:00:00,5959,0,9
CALL0001636,+917215505097,+918886957985,2024-02-04 11:00:00,6532,0,10
CALL0001637,+917094821962,+918127050739,2024-06-10 11:00:00,7044,0,6
CALL0001638,+918127050739,+918127050739,2024-03-10 08:00:00,7108,1,2
CALL0001639,+918127050739,+917094821962,2024-07-17 15:00:00,2823,1,11
CALL0001640,+918127050739,+918127050739,2024-03-18 05:00:00,7159,1,10
CALL0001641,+917094821962,+918127050739,2024-11-23 01:00:00,2866,0,5
CALL0001642,+918127050739,+918127050739,2024-08-05 08:00:00,621,0,10
CALL0001643,+917094821962,+918127050739,2024-09-02 18:00:00,10264,1,3
CALL0001644,+918127050739,+918127050739,2024-03-05 12:00:00,9025,0,13
CALL0001645,+918127050739,+918127050739,2024-09-04 02:00:00,5778,1,5
CALL0001646,+918127050739,+918127050739,2024-05-10 08:00:00,3881,0,2
CALL0001647,+918127050739,+917094821962,2024-08-17 19:00:00,7448,0,7
CALL0001648,+918127050739,+918127050739,2024-03-05 19:00:00,3690,0,7
CALL0001649,+917094821962,+918127050739,2024-08-21 12:00:00,10454,1,6
CALL0001650,+917094821962,+918127050739,2024-05-24 09:00:00,9904,0,9
CALL0001651,+917165981053,+917543386519,2024-06-15 18:00:00,4737,0,8
CALL0001652,+917165981053,+917165981053,2024-05-25 00:00:00,7149,1,14
CALL0001653,+917165981053,+917165981053,2024-01-10 09:00:00,6218,1,8
CALL0001654,+917165981053,+918260721744,2024-02-04 12:00:00,3534,1,15
CALL0001655,+917165981053,+917165981053,2024-06-22 00:00:00,5943,1,12
CALL0001656,+917165981053,+917165981053,2024-10-18 10:00:00,10411,1,12
CALL0001657,+917165981053,+917165981053,2024-03-14 09:00:00,10015,0,7
CALL0001658,+917165981053,+917543386519,2024-12-18 17:00:00,3461,1,15
CALL0001659,+917543386519,+917165981053,2024-01-06 17:00:00,7451,1,3
CALL0001660,+917165981053,+918260721744,2024-10-25 10:00:00,944,1,10
CALL0001661,+917165981053,+917543386519,2024-09-07 00:00:00,5664,1,13
CALL0001662,+917165981053,+917165981053,2024-06-27 09:00:00,2526,0,2
CALL0001663,+917165981053,+917165981053,2024-08-18 06:00:00,8220,1,6
CALL0001664,+917165981053,+917165981053,2024-03-13 03:00:00,10232,0,4
CALL0001665,+917543386519,+917165981053,2024-11-29 01:00:00,7649,0,7
CALL0001666,+917165981053,+917165981053,2024-01-07 04:00:00,9859,0,6
CALL0001667,+917165981053,+917165981053,2024-08-31 06:00:00,3611,0,5
CALL0001668,+919102155187,+918934243901,2024-03-17 14:00:00,2973,0,9
CALL0001669,+919102155187,+918934243901,2024-02-24 08:00:00,7808,0,2
CALL0001670,+919102155187,+918934243901,2024-08-29 12:00:00,6831,0,14
CALL0001671,+919102155187,+919102155187,2024-12-25 06:00:00,9370,1,5
CALL0001672,+919447005776,+917849131854,2024-04-08 00:00:00,3914,0,9
CALL0001673,+918934243901,+919102155187,2024-03-26 13:00:00,2044,1,12
CALL0001674,+919102155187,+919447005776,2024-02-03 18:00:00,9998,1,9
CALL0001675,+919102155187,+917849131854,2024-09-05 16:00:00,6177,0,11
CALL0001676,+919102155187,+919102155187,2024-06-16 06:00:00,8567,0,2
CALL0001677,+918934243901,+917849131854,2024-03-18 17:00:00,6297,0,9
CALL0001678,+919102155187,+919102155187,2024-05-19 14:00:00,6205,0,5
CALL0001679,+919102155187,+919447005776,2024-11-03 04:00:00,3761,1,10
CALL0001680,+918436065505,+918436065505,2024-09-05 16:00:00,7974,1,15
CALL0001681,+919286310907,+919558517994,2024-09-22 05:00:00,1043,1,2
CALL0001682,+919286310907,+918436065505,2024-02-24 16:00:00,1595,0,13
CALL0001683,+918436065505,+919558517994,2024-06-19 05:00:00,8745,0,4
CALL0001684,+918436065505,+918436065505,2024-07-28 23:00:00,6357,1,13
CALL0001685,+918436065505,+919286310907,2024-04-26 07:00:00,9983,0,8
CALL0001686,+917306740408,+917306740408,2024-01-04 11:00:00,3479,0,3
CALL0001687,+917306740408,+917306740408,2024-06-21 10:00:00,6876,1,10
CALL0001688,+917306740408,+917306740408,2024-01-16 19:00:00,4606,0,3
CALL0001689,+917306740408,+917306740408,2024-07-17 14:00:00,2320,1,7
CALL0001690,+917306740408,+917306740408,2024-05-12 01:00:00,8461,1,11
CALL0001691,+917306740408,+917306740408,2024-09-16 17:00:00,5581,1,3
CALL0001692,+917306740408,+917306740408,2024-04-19 10:00:00,338,0,4
CALL0001693,+917306740408,+917306740408,2024-03-08 05:00:00,10234,0,9
CALL0001694,+917306740408,+917306740408,2024-09-04 22:00:00,2184,1,3
CALL0001695,+917306740408,+917306740408,2024-12-04 02:00:00,5766,1,11
CALL0001696,+917306740408,+917306740408,2024-02-03 18:00:00,6836,1,8
CALL0001697,+917306740408,+917306740408,2024-02-24 17:00:00,1821,1,2
CALL0001698,+917306740408,+917306740408,2024-03-10 09:00:00,5811,0,9
CALL0001699,+917306740408,+917306740408,2024-07-02 14:00:00,8655,0,9
CALL0001700,+917306740408,+917306740408,2024-09-09 18:00:00,6690,0,4
CALL0001701,+917306740408,+917306740408,2024-03-29 12:00:00,6979,0,11
CALL0001702,+919735666571,+917816720224,2024-01-04 06:00:00,5336,0,3
CALL0001703,+917816720224,+917732958473,2024-07-28 19:00:00,4927,1,14
CALL0001704,+919735666571,+917732958473,2024-11-30 06:00:00,6841,1,15
CALL0001705,+917816720224,+917732958473,2024-07-13 03:00:00,1085,0,14
CALL0001706,+917732958473,+917816720224,2024-02-15 00:00:00,9572,1,13
CALL0001707,+917732958473,+917816720224,2024-12-02 22:00:00,1945,0,4
CALL0001708,+917732958473,+919735666571,2024-08-19 14:00:00,4447,0,4
CALL0001709,+917732958473,+919101522298,2024-07-06 00:00:00,8387,0,7
CALL0001710,+917508917753,+919779095156,2024-10-12 06:00:00,2079,0,8
CALL0001711,+919779095156,+917508917753,2024-03-25 17:00:00,413,1,14
CALL0001712,+917429007408,+917508917753,2024-09-06 01:00:00,4885,0,6
CALL0001713,+919779095156,+917508917753,2024-12-29 15:00:00,7158,1,3
CALL0001714,+917508917753,+917508917753,2024-04-04 08:00:00,3146,0,13
CALL0001715,+919779095156,+919283225778,2024-04-27 22:00:00,8860,1,12
CALL0001716,+919283225778,+917508917753,2024-12-22 19:00:00,405,1,15
CALL0001717,+917508917753,+919527704077,2024-10-13 03:00:00,4631,1,10
CALL0001718,+917508917753,+919283225778,2024-01-10 14:00:00,7823,0,10
CALL0001719,+919527704077,+917508917753,2024-02-19 12:00:00,3522,0,3
CALL0001720,+919283225778,+919779095156,2024-04-12 01:00:00,5956,1,8
CALL0001721,+919527704077,+917508917753,2024-06-04 23:00:00,2489,1,4
CALL0001722,+917429007408,+917508917753,2024-10-12 03:00:00,1075,1,10
CALL0001723,+919779095156,+919527704077,2024-09-29 12:00:00,9165,1,3
CALL0001724,+917429007408,+919283225778,2024-03-29 04:00:00,3354,1,6
CALL0001725,+919283225778,+917508917753,2024-11-03 14:00:00,4294,1,5
CALL0001726,+917605052216,+917237591376,2024-06-22 12:00:00,6121,0,3
CALL0001727,+917716513610,+917237591376,2024-11-29 21:00:00,2527,0,2
CALL0001728,+917716513610,+917237591376,2024-12-03 06:00:00,4422,0,14
CALL0001729,+917605052216,+917605052216,2024-10-25 20:00:00,5072,0,4
CALL0001730,+917605052216,+917237591376,2024-03-16 11:00:00,4271,0,6
CALL0001731,+917237591376,+917237591376,2024-06-24 10:00:00,1581,1,3
CALL0001732,+919616027348,+919616027348,2024-02-29 14:00:00,3097,0,7
CALL0001733,+919616027348,+919616027348,2024-09-22 17:00:00,8510,0,14
CALL0001734,+919616027348,+919616027348,2024-01-23 10:00:00,9057,1,11
CALL0001735,+919616027348,+919616027348,2024-07-28 20:00:00,2894,1,11
CALL0001736,+919616027348,+919616027348,2024-06-11 07:00:00,8625,0,9
CALL0001737,+919616027348,+919616027348,2024-02-15 02:00:00,9665,1,6
CALL0001738,+919616027348,+919616027348,2024-08-18 16:00:00,9109,1,8
CALL0001739,+919616027348,+919616027348,2024-03-13 03:00:00,1853,1,11
CALL0001740,+919616027348,+919616027348,2024-07-14 14:00:00,4640,0,2
CALL0001741,+919616027348,+919616027348,2024-05-21 16:00:00,1462,0,2
CALL0001742,+919616027348,+919616027348,2024-09-19 20:00:00,6346,0,11
CALL0001743,+919616027348,+919616027348,2024-10-23 09:00:00,1470,1,14
CALL0001744,+919616027348,+919616027348,2024-12-12 07:00:00,8794,0,11
CALL0001745,+919616027348,+919616027348,2024-04-08 12:00:00,3847,1,11
CALL0001746,+919616027348,+919616027348,2024-03-12 22:00:00,10277,0,2
CALL0001747,+919616027348,+919616027348,2024-08-27 15:00:00,3737,1,3
CALL0001748,+919616027348,+919616027348,2024-10-14 11:00:00,2387,1,15
CALL0001749,+919616027348,+919616027348,2024-03-13 06:00:00,7541,1,6
CALL0001750,+919616027348,+919616027348,2024-06-20 14:00:00,2654,1,10
CALL0001751,+919616027348,+919616027348,2024-11-04 06:00:00,9682,0,13
CALL0001752,+919616027348,+919616027348,2024-06-16 22:00:00,2544,1,4
CALL0001753,+919616027348,+919616027348,2024-04-13 21:00:00,6417,1,15
CALL0001754,+919616027348,+919616027348,2024-01-24 08:00:00,782,0,7
CALL0001755,+919616027348,+919616027348,2024-02-09 20:00:00,10455,1,7
CALL0001756,+919616027348,+919616027348,2024-07-22 14:00:00,2786,0,13
CALL0001757,+919616027348,+919616027348,2024-02-29 15:00:00,766,1,11
CALL0001758,+919616027348,+919616027348,2024-04-28 03:00:00,7303,1,2
CALL0001759,+919616027348,+919616027348,2024-08-09 10:00:00,466,1,13
CALL0001760,+919616027348,+919616027348,2024-01-23 09:00:00,2270,0,3
CALL0001761,+919616027348,+919616027348,2024-06-25 11:00:00,6135,1,5
CALL0001762,+919616027348,+919616027348,2024-03-16 02:00:00,1588,1,13
CALL0001763,+919616027348,+919616027348,2024-01-16 09:00:00,7319,1,3
CALL0001764,+918684881664,+919562343245,2024-02-25 14:00:00,2992,1,4
CALL0001765,+919562343245,+918684881664,2024-08-30 19:00:00,1430,1,13
CALL0001766,+919562343245,+918684881664,2024-01-03 08:00:00,10450,0,9
CALL0001767,+918684881664,+919562343245,2024-09-19 20:00:00,4860,1,11
CALL0001768,+919562343245,+917392690394,2024-12-03 02:00:00,854,1,15
CALL0001769,+917215505097,+917215505097,2024-07-19 15:00:00,9564,1,13
CALL0001770,+917215505097,+917215505097,2024-11-23 20:00:00,9646,0,2
CALL0001771,+917215505097,+917215505097,2024-10-03 17:00:00,2132,1,8
CALL0001772,+917215505097,+917215505097,2024-04-17 21:00:00,1885,0,9
CALL0001773,+917215505097,+917215505097,2024-07-30 23:00:00,8514,1,15
CALL0001774,+917215505097,+917215505097,2024-07-11 14:00:00,9007,1,3
CALL0001775,+919487926508,+917215505097,2024-10-08 20:00:00,2953,1,5
CALL0001776,+918478602830,+918478602830,2024-02-10 01:00:00,3762,1,2
CALL0001777,+918478602830,+918478602830,2024-04-14 13:00:00,10539,1,12
CALL0001778,+918810319382,+918478602830,2024-10-17 11:00:00,3499,1,2
CALL0001779,+918478602830,+918478602830,2024-04-27 08:00:00,5638,1,2
CALL0001780,+917633789578,+918478602830,2024-09-24 19:00:00,2455,0,12
CALL0001781,+918478602830,+918478602830,2024-09-27 22:00:00,7705,0,15
CALL0001782,+918478602830,+918557864855,2024-09-25 16:00:00,3684,1,7
CALL0001783,+918478602830,+918478602830,2024-10-08 18:00:00,5986,0,12
CALL0001784,+918478602830,+918810319382,2024-03-10 09:00:00,8519,0,12
CALL0001785,+918557864855,+918478602830,2024-05-13 00:00:00,10197,1,7
CALL0001786,+918478602830,+918478602830,2024-05-22 06:00:00,5924,1,8
CALL0001787,+918810319382,+918478602830,2024-04-21 10:00:00,7365,1,6
CALL0001788,+918557864855,+918810319382,2024-06-18 03:00:00,2964,0,4
CALL0001789,+918557864855,+917633789578,2024-11-27 18:00:00,3847,1,7
CALL0001790,+918478602830,+918478602830,2024-09-19 23:00:00,7800,0,12
CALL0001791,+917633789578,+918478602830,2024-11-10 13:00:00,8696,0,6
CALL0001792,+918557864855,+918478602830,2024-08-13 17:00:00,9871,1,8
CALL0001793,+918810319382,+917633789578,2024-05-16 15:00:00,10132,1,4
CALL0001794,+918478602830,+917633789578,2024-11-30 09:00:00,8256,1,7
CALL0001795,+918478602830,+918557864855,2024-04-02 04:00:00,1359,1,7
CALL0001796,+917633789578,+918478602830,2024-02-17 14:00:00,1616,1,12
CALL0001797,+918478602830,+918557864855,2024-12-08 04:00:00,3648,0,14
CALL0001798,+918478602830,+918810319382,2024-12-01 12:00:00,8365,1,9
CALL0001799,+918478602830,+918478602830,2024-12-08 23:00:00,10479,1,4
CALL0001800,+918557864855,+918478602830,2024-09-23 23:00:00,6225,1,8
CALL0001801,+918478602830,+918478602830,2024-03-19 21:00:00,6913,1,8
CALL0001802,+918557864855,+918478602830,2024-01-24 15:00:00,2280,1,13
CALL0001803,+918958892626,+918958892626,2024-09-29 23:00:00,9276,1,4
CALL0001804,+919601766249,+919613182331,2024-10-03 22:00:00,9577,0,15
CALL0001805,+919601766249,+919601766249,2024-01-04 09:00:00,5371,1,5
CALL0001806,+918958892626,+919601766249,2024-04-25 15:00:00,6756,1,2
CALL0001807,+918958892626,+919613182331,2024-09-20 02:00:00,3498,1,5
CALL0001808,+919613182331,+919601766249,2024-02-01 18:00:00,4961,0,8
CALL0001809,+918958892626,+919601766249,2024-09-21 22:00:00,2293,0,6
CALL0001810,+918958892626,+919613182331,2024-03-11 00:00:00,480,0,4
CALL0001811,+918958892626,+918958892626,2024-08-23 20:00:00,5165,1,6
CALL0001812,+918958892626,+918958892626,2024-02-19 09:00:00,3817,0,3
CALL0001813,+919601766249,+919601766249,2024-01-28 01:00:00,1764,0,4
CALL0001814,+919230565060,+919230565060,2024-05-13 04:00:00,6356,0,15
CALL0001815,+919230565060,+919230565060,2024-06-27 11:00:00,3929,1,5
CALL0001816,+919230565060,+919230565060,2024-10-01 12:00:00,1767,1,3
CALL0001817,+919230565060,+919230565060,2024-06-24 05:00:00,6229,0,3
CALL0001818,+917110831877,+918215748101,2024-11-01 15:00:00,1790,0,9
CALL0001819,+917110831877,+917110831877,2024-12-19 07:00:00,6974,0,6
CALL0001820,+917110831877,+917110831877,2024-10-08 15:00:00,634,1,12
CALL0001821,+917110831877,+918215748101,2024-11-20 23:00:00,1194,1,13
CALL0001822,+917110831877,+918215748101,2024-03-02 15:00:00,4609,0,2
CALL0001823,+917110831877,+917110831877,2024-07-23 13:00:00,1183,0,9
CALL0001824,+917110831877,+918215748101,2024-01-14 04:00:00,8549,0,9
CALL0001825,+918215748101,+917110831877,2024-07-24 03:00:00,10607,1,6
CALL0001826,+917110831877,+917110831877,2024-08-07 00:00:00,931,1,4
CALL0001827,+917110831877,+918215748101,2024-06-27 18:00:00,6439,1,4
CALL0001828,+917110831877,+917110831877,2024-05-06 00:00:00,3354,0,6
CALL0001829,+919402108313,+919402108313,2024-12-03 04:00:00,8877,1,14
CALL0001830,+919402108313,+919402108313,2024-06-03 17:00:00,9147,0,4
CALL0001831,+919402108313,+919402108313,2024-06-18 05:00:00,7228,0,10
CALL0001832,+919402108313,+919402108313,2024-11-12 16:00:00,4562,1,6
CALL0001833,+918930086204,+919402108313,2024-03-29 22:00:00,2334,0,7
CALL0001834,+919402108313,+919402108313,2024-05-19 22:00:00,2868,1,12
CALL0001835,+919369679334,+918930086204,2024-01-25 20:00:00,9836,0,12
CALL0001836,+919402108313,+919402108313,2024-12-15 20:00:00,8976,1,14
CALL0001837,+919402108313,+919402108313,2024-01-11 05:00:00,954,0,15
CALL0001838,+919402108313,+919402108313,2024-12-15 00:00:00,9559,0,11
CALL0001839,+919369679334,+919402108313,2024-04-29 11:00:00,367,1,7
CALL0001840,+919369679334,+919402108313,2024-07-21 06:00:00,3161,0,7
CALL0001841,+919402108313,+919402108313,2024-04-12 13:00:00,2951,0,11
CALL0001842,+918930086204,+919402108313,2024-04-29 19:00:00,1060,0,9
CALL0001843,+919402108313,+918930086204,2024-08-22 14:00:00,10611,1,5
CALL0001844,+919402108313,+919402108313,2024-04-04 19:00:00,9751,0,13
CALL0001845,+919402108313,+919402108313,2024-12-13 00:00:00,1456,1,15
CALL0001846,+919402108313,+919402108313,2024-10-30 23:00:00,6252,1,15
CALL0001847,+919402108313,+919402108313,2024-01-11 15:00:00,1710,0,6
CALL0001848,+919402108313,+918930086204,2024-11-12 17:00:00,2512,0,3
CALL0001849,+919402108313,+919402108313,2024-07-05 10:00:00,4027,0,2
CALL0001850,+919402108313,+919402108313,2024-05-13 06:00:00,1753,1,10
CALL0001851,+919369679334,+919402108313,2024-10-04 15:00:00,7717,1,14
CALL0001852,+919402108313,+918930086204,2024-12-13 13:00:00,10595,0,15
CALL0001853,+919369679334,+919402108313,2024-04-30 23:00:00,1712,0,9
CALL0001854,+919402108313,+919402108313,2024-02-12 09:00:00,7607,0,9
CALL0001855,+917048048736,+917048048736,2024-08-06 19:00:00,8985,1,2
CALL0001856,+917048048736,+917048048736,2024-07-04 03:00:00,2213,1,7
CALL0001857,+917048048736,+917048048736,2024-10-25 19:00:00,9819,0,4
CALL0001858,+917048048736,+917048048736,2024-03-29 04:00:00,3756,0,14
CALL0001859,+917048048736,+917048048736,2024-04-13 04:00:00,839,1,6
CALL0001860,+917048048736,+917048048736,2024-12-07 16:00:00,7445,0,11
CALL0001861,+917048048736,+917048048736,2024-12-06 07:00:00,9865,0,11
CALL0001862,+917048048736,+917048048736,2024-07-11 03:00:00,4042,0,10
CALL0001863,+917048048736,+917048048736,2024-05-28 18:00:00,6066,0,6
CALL0001864,+917048048736,+917048048736,2024-03-06 12:00:00,7154,1,11
CALL0001865,+917048048736,+917048048736,2024-05-04 14:00:00,412,0,4
CALL0001866,+917048048736,+917048048736,2024-03-13 18:00:00,6902,0,15
CALL0001867,+917048048736,+917048048736,2024-09-04 22:00:00,6735,1,4
CALL0001868,+917048048736,+917048048736,2024-03-19 06:00:00,2653,1,14
CALL0001869,+917048048736,+917048048736,2024-03-25 15:00:00,5314,0,10
CALL0001870,+917048048736,+917048048736,2024-06-07 18:00:00,8641,0,9
CALL0001871,+918016837157,+917689480735,2024-04-26 11:00:00,341,1,14
CALL0001872,+917689480735,+917689480735,2024-10-01 03:00:00,1079,0,12
CALL0001873,+917689480735,+917689480735,2024-12-27 01:00:00,5996,0,14
CALL0001874,+917689480735,+917689480735,2024-04-27 10:00:00,4540,1,2
CALL0001875,+917689480735,+917689480735,2024-01-06 23:00:00,3295,1,7
CALL0001876,+917689480735,+918016837157,2024-11-27 04:00:00,4846,1,3
CALL0001877,+917689480735,+917689480735,2024-02-09 04:00:00,6355,1,14
CALL0001878,+917689480735,+917689480735,2024-05-06 06:00:00,1213,1,6
CALL0001879,+917689480735,+917689480735,2024-12-11 10:00:00,7464,1,2
CALL0001880,+918016837157,+917689480735,2024-05-12 16:00:00,5619,0,9
CALL0001881,+917689480735,+917689480735,2024-07-14 23:00:00,5451,0,8
CALL0001882,+917689480735,+918016837157,2024-12-10 05:00:00,5117,0,2
CALL0001883,+917689480735,+917689480735,2024-10-03 02:00:00,7535,0,10
CALL0001884,+917689480735,+918016837157,2024-06-07 20:00:00,9481,1,15
CALL0001885,+917689480735,+917689480735,2024-06-21 03:00:00,6789,1,4
CALL0001886,+917689480735,+917689480735,2024-10-18 18:00:00,10208,1,4
CALL0001887,+917689480735,+917689480735,2024-02-28 21:00:00,3113,1,10
CALL0001888,+917689480735,+917689480735,2024-08-18 00:00:00,9798,0,2
CALL0001889,+918556633464,+918556633464,2024-04-10 12:00:00,10280,1,10
CALL0001890,+918556633464,+918042552288,2024-08-08 23:00:00,9253,0,11
CALL0001891,+918042552288,+918556633464,2024-01-24 01:00:00,6557,0,13
CALL0001892,+918556633464,+918556633464,2024-07-05 01:00:00,8559,1,5
CALL0001893,+918556633464,+918556633464,2024-02-27 15:00:00,8895,1,10
CALL0001894,+918556633464,+918042552288,2024-10-08 09:00:00,2587,1,4
CALL0001895,+918556633464,+918556633464,2024-11-06 07:00:00,4081,1,8
CALL0001896,+918556633464,+918042552288,2024-02-08 19:00:00,4127,1,14
CALL0001897,+918556633464,+918556633464,2024-04-04 07:00:00,1160,1,3
CALL0001898,+918556633464,+918556633464,2024-04-02 11:00:00,2505,1,13
CALL0001899,+918556633464,+918556633464,2024-03-31 16:00:00,4576,0,4
CALL0001900,+918556633464,+918556633464,2024-04-27 20:00:00,7715,0,14
CALL0001901,+918042552288,+918556633464,2024-06-02 14:00:00,9812,1,5
CALL0001902,+918042552288,+918556633464,2024-03-13 23:00:00,9517,1,3
CALL0001903,+918042552288,+918556633464,2024-04-08 22:00:00,7020,0,12
CALL0001904,+918556633464,+918556633464,2024-05-22 03:00:00,4277,1,7
CALL0001905,+918556633464,+918556633464,2024-04-22 14:00:00,5532,0,7
CALL0001906,+918556633464,+918556633464,2024-10-28 03:00:00,1256,0,2
CALL0001907,+918556633464,+918556633464,2024-11-23 18:00:00,7893,1,6
CALL0001908,+918556633464,+918556633464,2024-01-27 13:00:00,7951,1,11
CALL0001909,+918556633464,+918556633464,2024-11-17 05:00:00,10787,0,2
CALL0001910,+918042552288,+918556633464,2024-11-30 23:00:00,8496,1,5
CALL0001911,+918556633464,+918556633464,2024-04-05 04:00:00,10348,1,15
CALL0001912,+918556633464,+918556633464,2024-09-18 08:00:00,8371,1,13
CALL0001913,+918556633464,+918556633464,2024-12-21 12:00:00,927,0,15
CALL0001914,+918556633464,+918556633464,2024-08-14 21:00:00,5340,0,3
CALL0001915,+918556633464,+918556633464,2024-03-16 09:00:00,4092,1,8
CALL0001916,+918556633464,+918556633464,2024-10-20 17:00:00,4092,1,9
CALL0001917,+918556633464,+918556633464,2024-05-06 16:00:00,8140,1,12
CALL0001918,+918556633464,+918556633464,2024-08-05 11:00:00,10198,1,5
CALL0001919,+918042552288,+918556633464,2024-09-23 08:00:00,9566,0,8
CALL0001920,+918556633464,+918556633464,2024-05-01 16:00:00,8131,1,13
CALL0001921,+917599614542,+917599614542,2024-11-24 18:00:00,3675,0,9
CALL0001922,+918852383853,+917599614542,2024-07-23 09:00:00,5467,1,4
CALL0001923,+917599614542,+917599614542,2024-11-03 06:00:00,1161,1,2
CALL0001924,+917402150537,+917599614542,2024-08-06 04:00:00,3600,1,6
CALL0001925,+917599614542,+917599614542,2024-04-23 18:00:00,6167,1,7
CALL0001926,+917599614542,+917599614542,2024-12-04 23:00:00,10621,1,15
CALL0001927,+917599614542,+917599614542,2024-09-05 03:00:00,9730,1,15
CALL0001928,+917599614542,+917599614542,2024-06-04 02:00:00,10227,1,15
CALL0001929,+917599614542,+917599614542,2024-08-31 12:00:00,2813,1,15
CALL0001930,+917402150537,+917599614542,2024-04-09 05:00:00,10167,1,8
CALL0001931,+917599614542,+917402150537,2024-12-24 00:00:00,2576,1,5
CALL0001932,+917599614542,+917599614542,2024-12-27 18:00:00,1417,0,7
CALL0001933,+917599614542,+917599614542,2024-02-18 13:00:00,5540,0,4
CALL0001934,+918852383853,+917599614542,2024-03-01 08:00:00,5764,0,14
CALL0001935,+917599614542,+918852383853,2024-02-28 00:00:00,6068,0,11
CALL0001936,+917599614542,+917599614542,2024-10-19 07:00:00,4802,1,5
CALL0001937,+918852383853,+917599614542,2024-06-14 12:00:00,5050,0,15
CALL0001938,+917599614542,+917402150537,2024-07-28 20:00:00,1319,1,13
CALL0001939,+919249596568,+917921680346,2024-04-27 04:00:00,303,1,3
CALL0001940,+919249596568,+919404317306,2024-10-24 00:00:00,2088,1,13
CALL0001941,+919249596568,+919404317306,2024-10-11 05:00:00,1658,0,4
CALL0001942,+919249596568,+917921680346,2024-05-25 20:00:00,6833,1,7
CALL0001943,+919249596568,+919404317306,2024-11-28 07:00:00,10515,0,14
CALL0001944,+917921680346,+919404317306,2024-05-15 13:00:00,5680,0,13
CALL0001945,+919249596568,+919992144736,2024-05-28 17:00:00,3128,1,14
