report_id,victim_id,reported_account_id,reported_phone,complaint_timestamp,complaint_type,amount_lost,jurisdiction_state,jurisdiction_district,ncrb_category_code,evidence_attached
RPT0002570,VIC307133,ACC0005975,+918875416232,2024-10-17 21:00:00,phishing,406.18,Karnataka,Karnataka_D3,NCRB-PH-04,1
RPT0002571,VIC790665,ACC0005978,+919483852029,2024-05-29 15:00:00,phishing,226.71,Uttar Pradesh,UttarPradesh_D1,NCRB-PH-04,1
RPT0002572,VIC515171,ACC0005981,+919907178987,2024-06-29 18:00:00,digital_arrest,2505.44,Telangana,Telangana_D3,NCRB-DA-01,1
RPT0002573,VIC808584,ACC0005983,+918167558379,2024-05-22 19:00:00,digital_arrest,106.93,West Bengal,WestBengal_D2,NCRB-DA-01,1
RPT0002574,VIC732186,ACC0005986,+917460129541,2024-05-16 17:00:00,UPI_fraud,133.54,Maharashtra,Maharashtra_D2,NCRB-UPI-02,1
RPT0002575,VIC178657,ACC0005991,+917318897188,2024-07-21 23:00:00,counterfeit_currency,153.7,Maharashtra,Maharashtra_D3,NCRB-CC-03,1
RPT0002576,VIC724985,ACC0005998,+918044508738,2024-02-26 22:00:00,UPI_fraud,2830.53,Andhra Pradesh,AndhraPradesh_D2,NCRB-UPI-02,1
RPT0002577,VIC812714,ACC0005998,+918044508738,2024-01-25 04:00:00,digital_arrest,4474.77,Andhra Pradesh,AndhraPradesh_D2,NCRB-DA-01,1
RPT0002578,VIC545310,ACC0005998,+918044508738,2024-07-03 15:00:00,digital_arrest,3439.7,Andhra Pradesh,AndhraPradesh_D2,NCRB-DA-01,0
RPT0002579,VIC266808,ACC0005998,+918044508738,2024-12-13 12:00:00,digital_arrest,3428.6,Andhra Pradesh,AndhraPradesh_D2,NCRB-DA-01,1
RPT0002580,VIC177579,ACC0005998,+918044508738,2024-02-02 23:00:00,UPI_fraud,3664.75,Andhra Pradesh,AndhraPradesh_D2,NCRB-UPI-02,0
RPT0002581,VIC746291,ACC0006002,+918693780024,2024-01-25 14:00:00,UPI_fraud,2516.73,Uttar Pradesh,UttarPradesh_D1,NCRB-UPI-02,1
RPT0002582,VIC771821,ACC0006002,+918693780024,2024-07-09 02:00:00,investment_scam,1786.29,Uttar Pradesh,UttarPradesh_D1,NCRB-IS-05,1
RPT0002583,VIC655218,ACC0006011,+917094232350,2024-03-29 00:00:00,phishing,520.11,Andhra Pradesh,AndhraPradesh_D3,NCRB-PH-04,1
RPT0002584,VIC465338,ACC0006011,+917094232350,2024-08-24 08:00:00,phishing,276.16,Andhra Pradesh,AndhraPradesh_D3,NCRB-PH-04,0
RPT0002585,VIC769044,ACC0006011,+917094232350,2024-02-13 19:00:00,digital_arrest,482.15,Andhra Pradesh,AndhraPradesh_D3,NCRB-DA-01,1
RPT0002586,VIC849344,ACC0006012,+917022764688,2024-10-11 22:00:00,investment_scam,110.1,Andhra Pradesh,AndhraPradesh_D3,NCRB-IS-05,0
RPT0002587,VIC132577,ACC0006013,+917055313588,2024-02-04 03:00:00,counterfeit_currency,1612.64,West Bengal,WestBengal_D2,NCRB-CC-03,1
RPT0002588,VIC427223,ACC0006014,+917427477594,2024-11-30 23:00:00,investment_scam,1831.23,Delhi,Delhi_D1,NCRB-IS-05,1
RPT0002589,VIC969133,ACC0006018,+918993789326,2024-01-21 22:00:00,digital_arrest,2048.23,Delhi,Delhi_D2,NCRB-DA-01,1
RPT0002590,VIC865371,ACC0006018,+918993789326,2024-11-10 04:00:00,counterfeit_currency,2101.97,Delhi,Delhi_D2,NCRB-CC-03,1
RPT0002591,VIC206880,ACC0006020,+919780505368,2024-12-24 16:00:00,UPI_fraud,189.13,Maharashtra,Maharashtra_D3,NCRB-UPI-02,1
RPT0002592,VIC936410,ACC0006021,+918831912506,2024-11-19 11:00:00,phishing,126.33,Tamil Nadu,TamilNadu_D1,NCRB-PH-04,1
RPT0002593,VIC322917,ACC0006025,+918570537995,2024-04-01 01:00:00,investment_scam,3199.12,Maharashtra,Maharashtra_D1,NCRB-IS-05,1
RPT0002594,VIC922542,ACC0006027,+918479208450,2024-10-21 21:00:00,digital_arrest,1035.35,Rajasthan,Rajasthan_D3,NCRB-DA-01,1
RPT0002595,VIC625600,ACC0006027,+918479208450,2024-04-30 01:00:00,phishing,713.13,Rajasthan,Rajasthan_D3,NCRB-PH-04,1
RPT0002596,VIC698482,ACC0006027,+918479208450,2024-12-08 04:00:00,digital_arrest,1289.93,Rajasthan,Rajasthan_D3,NCRB-DA-01,1
RPT0002597,VIC153076,ACC0006028,+919456038260,2024-11-10 22:00:00,digital_arrest,2932.98,Maharashtra,Maharashtra_D1,NCRB-DA-01,1
RPT0002598,VIC868230,ACC0006033,+917626029184,2024-05-13 07:00:00,digital_arrest,1228.16,Andhra Pradesh,AndhraPradesh_D3,NCRB-DA-01,1
RPT0002599,VIC750400,ACC0006033,+917626029184,2024-08-16 05:00:00,phishing,906.16,Andhra Pradesh,AndhraPradesh_D3,NCRB-PH-04,1
RPT0002600,VIC324721,ACC0006034,+918175445069,2024-10-12 19:00:00,phishing,237.99,Uttar Pradesh,UttarPradesh_D2,NCRB-PH-04,0
RPT0002601,VIC707566,ACC0006034,+918175445069,2024-07-12 09:00:00,investment_scam,246.48,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,1
RPT0002602,VIC710029,ACC0006042,+917663787942,2024-02-09 09:00:00,investment_scam,1127.25,Maharashtra,Maharashtra_D1,NCRB-IS-05,1
RPT0002603,VIC952363,ACC0006047,+917747895594,2024-09-23 09:00:00,counterfeit_currency,2057.98,Maharashtra,Maharashtra_D3,NCRB-CC-03,0
RPT0002604,VIC539539,ACC0006053,+919319027779,2024-11-12 03:00:00,digital_arrest,83.78,Delhi,Delhi_D2,NCRB-DA-01,1
RPT0002605,VIC518340,ACC0006055,+917254369610,2024-10-28 20:00:00,digital_arrest,472.44,Rajasthan,Rajasthan_D1,NCRB-DA-01,0
RPT0002606,VIC448365,ACC0006057,+919737069202,2024-05-02 11:00:00,investment_scam,247.86,Tamil Nadu,TamilNadu_D2,NCRB-IS-05,1
RPT0002607,VIC724751,ACC0006057,+919737069202,2024-11-23 01:00:00,investment_scam,149.76,Tamil Nadu,TamilNadu_D2,NCRB-IS-05,1
RPT0002608,VIC151252,ACC0006058,+919215067513,2024-02-27 06:00:00,counterfeit_currency,1459.67,Tamil Nadu,TamilNadu_D3,NCRB-CC-03,0
RPT0002609,VIC406918,ACC0006060,+917302082848,2024-03-01 22:00:00,counterfeit_currency,1857.93,Andhra Pradesh,AndhraPradesh_D2,NCRB-CC-03,1
RPT0002610,VIC479208,ACC0006063,+919713399692,2024-01-22 07:00:00,UPI_fraud,301.52,Delhi,Delhi_D1,NCRB-UPI-02,1
RPT0002611,VIC953528,ACC0006063,+919713399692,2024-10-29 16:00:00,digital_arrest,153.18,Delhi,Delhi_D1,NCRB-DA-01,0
RPT0002612,VIC281167,ACC0006068,+918230834276,2024-05-19 22:00:00,UPI_fraud,1892.22,Karnataka,Karnataka_D3,NCRB-UPI-02,1
RPT0002613,VIC486034,ACC0006070,+919760953749,2024-06-16 01:00:00,digital_arrest,1130.6,Uttar Pradesh,UttarPradesh_D3,NCRB-DA-01,1
RPT0002614,VIC402081,ACC0006070,+919760953749,2024-07-31 03:00:00,digital_arrest,1741.62,Uttar Pradesh,UttarPradesh_D3,NCRB-DA-01,1
RPT0002615,VIC419404,ACC0006071,+919246522365,2024-04-22 20:00:00,digital_arrest,119.85,West Bengal,WestBengal_D1,NCRB-DA-01,1
RPT0002616,VIC983910,ACC0006072,+917803474262,2024-02-21 21:00:00,UPI_fraud,371.31,Karnataka,Karnataka_D2,NCRB-UPI-02,1
RPT0002617,VIC428556,ACC0006073,+918631414829,2024-08-06 15:00:00,digital_arrest,262.02,Uttar Pradesh,UttarPradesh_D3,NCRB-DA-01,1
RPT0002618,VIC380054,ACC0006073,+918631414829,2024-02-12 01:00:00,phishing,323.25,Uttar Pradesh,UttarPradesh_D3,NCRB-PH-04,1
RPT0002619,VIC262116,ACC0006079,+918953537808,2024-05-31 16:00:00,investment_scam,232.98,Delhi,Delhi_D1,NCRB-IS-05,0
RPT0002620,VIC860899,ACC0006084,+919482235686,2024-09-19 20:00:00,investment_scam,214.51,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,1
RPT0002621,VIC767765,ACC0006087,+917622407561,2024-12-14 22:00:00,digital_arrest,186.06,Gujarat,Gujarat_D2,NCRB-DA-01,1
RPT0002622,VIC136139,ACC0006089,+917318004136,2024-11-25 05:00:00,investment_scam,113.02,Gujarat,Gujarat_D2,NCRB-IS-05,0
RPT0002623,VIC760098,ACC0006091,+919175086907,2024-01-07 14:00:00,phishing,390.8,Tamil Nadu,TamilNadu_D2,NCRB-PH-04,0
RPT0002624,VIC886545,ACC0006091,+919175086907,2024-05-17 16:00:00,phishing,263.92,Tamil Nadu,TamilNadu_D2,NCRB-PH-04,0
RPT0002625,VIC829004,ACC0006091,+919175086907,2024-03-23 08:00:00,UPI_fraud,624.32,Tamil Nadu,TamilNadu_D2,NCRB-UPI-02,1
RPT0002626,VIC925911,ACC0006100,+919197128718,2024-03-30 11:00:00,investment_scam,163.19,Rajasthan,Rajasthan_D2,NCRB-IS-05,0
RPT0002627,VIC120421,ACC0006100,+919197128718,2024-10-31 16:00:00,counterfeit_currency,174.3,Rajasthan,Rajasthan_D2,NCRB-CC-03,0
RPT0002628,VIC626810,ACC0006100,+919197128718,2024-09-06 05:00:00,counterfeit_currency,204.36,Rajasthan,Rajasthan_D2,NCRB-CC-03,1
RPT0002629,VIC182820,ACC0006104,+919690058119,2024-04-07 17:00:00,UPI_fraud,1107.28,Rajasthan,Rajasthan_D2,NCRB-UPI-02,0
RPT0002630,VIC758654,ACC0006104,+919690058119,2024-05-17 19:00:00,digital_arrest,1109.91,Rajasthan,Rajasthan_D2,NCRB-DA-01,1
RPT0002631,VIC532310,ACC0006107,+917871239868,2024-11-11 10:00:00,phishing,660.6,Delhi,Delhi_D2,NCRB-PH-04,0
RPT0002632,VIC851825,ACC0006109,+919873178382,2024-03-15 20:00:00,investment_scam,7485.08,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,0
RPT0002633,VIC580356,ACC0006110,+918850289745,2024-01-03 02:00:00,UPI_fraud,252.94,West Bengal,WestBengal_D3,NCRB-UPI-02,1
RPT0002634,VIC626603,ACC0006113,+917538604739,2024-10-08 01:00:00,phishing,1505.72,West Bengal,WestBengal_D1,NCRB-PH-04,1
RPT0002635,VIC279907,ACC0006113,+917538604739,2024-11-02 03:00:00,phishing,2004.54,West Bengal,WestBengal_D1,NCRB-PH-04,1
RPT0002636,VIC682928,ACC0006114,+918822801927,2024-07-13 01:00:00,investment_scam,1174.11,Delhi,Delhi_D3,NCRB-IS-05,1
RPT0002637,VIC281294,ACC0006114,+918822801927,2024-06-13 14:00:00,digital_arrest,1527.02,Delhi,Delhi_D3,NCRB-DA-01,0
RPT0002638,VIC977547,ACC0006114,+918822801927,2024-03-18 09:00:00,investment_scam,1435.28,Delhi,Delhi_D3,NCRB-IS-05,1
RPT0002639,VIC433824,ACC0006114,+918822801927,2024-08-04 07:00:00,phishing,1444.61,Delhi,Delhi_D3,NCRB-PH-04,1
RPT0002640,VIC564530,ACC0006114,+918822801927,2024-04-11 16:00:00,phishing,1300.08,Delhi,Delhi_D3,NCRB-PH-04,1
RPT0002641,VIC140059,ACC0006116,+917909873887,2024-10-27 06:00:00,UPI_fraud,133.61,Gujarat,Gujarat_D2,NCRB-UPI-02,1
RPT0002642,VIC452474,ACC0006118,+917352319737,2024-02-28 17:00:00,digital_arrest,294.88,West Bengal,WestBengal_D1,NCRB-DA-01,1
RPT0002643,VIC890292,ACC0006118,+917352319737,2024-01-18 13:00:00,digital_arrest,227.49,West Bengal,WestBengal_D1,NCRB-DA-01,0
RPT0002644,VIC806839,ACC0006120,+919518395912,2024-04-30 02:00:00,investment_scam,124.01,Telangana,Telangana_D1,NCRB-IS-05,1
RPT0002645,VIC356578,ACC0006127,+918562627029,2024-04-06 10:00:00,counterfeit_currency,114.77,Delhi,Delhi_D3,NCRB-CC-03,1
RPT0002646,VIC512263,ACC0006128,+918964005176,2024-07-29 17:00:00,UPI_fraud,1449.1,Karnataka,Karnataka_D3,NCRB-UPI-02,1
RPT0002647,VIC401443,ACC0006130,+918998749958,2024-07-05 00:00:00,digital_arrest,344.84,Karnataka,Karnataka_D1,NCRB-DA-01,1
RPT0002648,VIC746757,ACC0006132,+919362207273,2024-06-09 05:00:00,phishing,196.92,Gujarat,Gujarat_D3,NCRB-PH-04,1
RPT0002649,VIC823505,ACC0006135,+917482759918,2024-02-09 01:00:00,digital_arrest,1309.5,Maharashtra,Maharashtra_D1,NCRB-DA-01,1
RPT0002650,VIC431039,ACC0006137,+919165419769,2024-12-16 08:00:00,counterfeit_currency,1634.23,Tamil Nadu,TamilNadu_D3,NCRB-CC-03,1
RPT0002651,VIC291253,ACC0006137,+919165419769,2024-12-06 14:00:00,UPI_fraud,1645.38,Tamil Nadu,TamilNadu_D3,NCRB-UPI-02,1
RPT0002652,VIC411267,ACC0006137,+919165419769,2024-02-16 23:00:00,phishing,1025.18,Tamil Nadu,TamilNadu_D3,NCRB-PH-04,1
RPT0002653,VIC590194,ACC0006144,+917794149629,2024-12-27 06:00:00,phishing,357.57,Rajasthan,Rajasthan_D1,NCRB-PH-04,1
RPT0002654,VIC614313,ACC0006151,+919097226198,2024-08-01 19:00:00,counterfeit_currency,160.36,Delhi,Delhi_D3,NCRB-CC-03,1
RPT0002655,VIC966785,ACC0006152,+917248903014,2024-01-05 14:00:00,UPI_fraud,176.68,Delhi,Delhi_D3,NCRB-UPI-02,1
RPT0002656,VIC753222,ACC0006152,+917248903014,2024-05-15 17:00:00,digital_arrest,179.78,Delhi,Delhi_D3,NCRB-DA-01,1
RPT0002657,VIC421590,ACC0006152,+917248903014,2024-06-27 10:00:00,UPI_fraud,188.65,Delhi,Delhi_D3,NCRB-UPI-02,1
RPT0002658,VIC321768,ACC0006153,+919552272447,2024-10-11 17:00:00,investment_scam,681.83,Maharashtra,Maharashtra_D2,NCRB-IS-05,1
RPT0002659,VIC500729,ACC0006155,+918748858498,2024-09-26 17:00:00,UPI_fraud,435.56,Uttar Pradesh,UttarPradesh_D3,NCRB-UPI-02,1
RPT0002660,VIC517608,ACC0006159,+918985295483,2024-03-17 17:00:00,investment_scam,364.5,Maharashtra,Maharashtra_D2,NCRB-IS-05,1
RPT0002661,VIC228824,ACC0006159,+918985295483,2024-07-05 07:00:00,UPI_fraud,244.86,Maharashtra,Maharashtra_D2,NCRB-UPI-02,1
RPT0002662,VIC964517,ACC0006165,+917312015500,2024-02-16 19:00:00,digital_arrest,604.15,Uttar Pradesh,UttarPradesh_D2,NCRB-DA-01,0
RPT0002663,VIC208473,ACC0006172,+919843146053,2024-04-26 10:00:00,phishing,440.72,Telangana,Telangana_D1,NCRB-PH-04,0
RPT0002664,VIC833495,ACC0006173,+919891367960,2024-06-12 04:00:00,counterfeit_currency,175.12,Maharashtra,Maharashtra_D3,NCRB-CC-03,1
RPT0002665,VIC729754,ACC0006173,+919891367960,2024-12-01 22:00:00,digital_arrest,228.03,Maharashtra,Maharashtra_D3,NCRB-DA-01,0
RPT0002666,VIC432300,ACC0006173,+919891367960,2024-09-07 06:00:00,investment_scam,223.56,Maharashtra,Maharashtra_D3,NCRB-IS-05,1
RPT0002667,VIC994882,ACC0006173,+919891367960,2024-05-26 13:00:00,UPI_fraud,202.6,Maharashtra,Maharashtra_D3,NCRB-UPI-02,1
RPT0002668,VIC588915,ACC0006176,+917373867778,2024-08-27 17:00:00,investment_scam,123.23,Delhi,Delhi_D1,NCRB-IS-05,1
RPT0002669,VIC274294,ACC0006178,+919516948604,2024-11-09 14:00:00,digital_arrest,679.28,Uttar Pradesh,UttarPradesh_D1,NCRB-DA-01,1
RPT0002670,VIC968100,ACC0006178,+919516948604,2024-06-06 13:00:00,UPI_fraud,641.47,Uttar Pradesh,UttarPradesh_D1,NCRB-UPI-02,1
RPT0002671,VIC602269,ACC0006178,+919516948604,2024-01-25 12:00:00,UPI_fraud,1295.54,Uttar Pradesh,UttarPradesh_D1,NCRB-UPI-02,0
RPT0002672,VIC748879,ACC0006184,+917631900577,2024-10-08 10:00:00,phishing,116.7,West Bengal,WestBengal_D2,NCRB-PH-04,0
RPT0002673,VIC712620,ACC0006185,+919227783288,2024-06-21 07:00:00,digital_arrest,164.08,Maharashtra,Maharashtra_D2,NCRB-DA-01,0
RPT0002674,VIC792269,ACC0006203,+918049983969,2024-04-25 03:00:00,phishing,165.42,Rajasthan,Rajasthan_D2,NCRB-PH-04,1
RPT0002675,VIC826357,ACC0006206,+918663557401,2024-12-18 12:00:00,phishing,577.53,West Bengal,WestBengal_D3,NCRB-PH-04,0
RPT0002676,VIC374700,ACC0006209,+917289968637,2024-12-13 05:00:00,UPI_fraud,184.48,Tamil Nadu,TamilNadu_D2,NCRB-UPI-02,1
RPT0002677,VIC720837,ACC0006221,+919065760814,2024-03-15 18:00:00,counterfeit_currency,831.72,Andhra Pradesh,AndhraPradesh_D2,NCRB-CC-03,1
RPT0002678,VIC140595,ACC0006221,+919065760814,2024-03-12 23:00:00,digital_arrest,1018.04,Andhra Pradesh,AndhraPradesh_D2,NCRB-DA-01,1
RPT0002679,VIC739079,ACC0006221,+919065760814,2024-09-16 20:00:00,counterfeit_currency,1109.74,Andhra Pradesh,AndhraPradesh_D2,NCRB-CC-03,1
RPT0002680,VIC839234,ACC0006228,+919338680636,2024-04-12 14:00:00,counterfeit_currency,6266.49,West Bengal,WestBengal_D3,NCRB-CC-03,1
RPT0002681,VIC951108,ACC0006234,+917003696876,2024-07-26 10:00:00,investment_scam,293.42,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,0
RPT0002682,VIC652602,ACC0006235,+918472245749,2024-12-22 13:00:00,UPI_fraud,2772.41,Karnataka,Karnataka_D2,NCRB-UPI-02,1
RPT0002683,VIC939548,ACC0006235,+918472245749,2024-01-31 17:00:00,counterfeit_currency,1485.0,Karnataka,Karnataka_D2,NCRB-CC-03,0
RPT0002684,VIC901594,ACC0006235,+918472245749,2024-11-13 00:00:00,digital_arrest,3108.81,Karnataka,Karnataka_D2,NCRB-DA-01,0
RPT0002685,VIC678648,ACC0006238,+919364061913,2024-04-02 07:00:00,phishing,121.19,Telangana,Telangana_D3,NCRB-PH-04,1
RPT0002686,VIC494596,ACC0006238,+919364061913,2024-10-05 11:00:00,phishing,133.95,Telangana,Telangana_D3,NCRB-PH-04,0
RPT0002687,VIC995507,ACC0006238,+919364061913,2024-01-30 07:00:00,investment_scam,166.44,Telangana,Telangana_D3,NCRB-IS-05,1
RPT0002688,VIC721920,ACC0006246,+918844349991,2024-05-26 20:00:00,UPI_fraud,281.84,Telangana,Telangana_D1,NCRB-UPI-02,1
RPT0002689,VIC992467,ACC0006249,+918505175632,2024-02-07 04:00:00,phishing,198.39,Gujarat,Gujarat_D1,NCRB-PH-04,1
RPT0002690,VIC399945,ACC0006249,+918505175632,2024-03-27 10:00:00,investment_scam,174.4,Gujarat,Gujarat_D1,NCRB-IS-05,1
RPT0002691,VIC937004,ACC0006256,+919217145823,2024-06-18 11:00:00,UPI_fraud,2702.73,Delhi,Delhi_D3,NCRB-UPI-02,1
RPT0002692,VIC479404,ACC0006257,+919389847753,2024-03-09 16:00:00,counterfeit_currency,101.48,Telangana,Telangana_D2,NCRB-CC-03,0
RPT0002693,VIC569815,ACC0006267,+917276460249,2024-02-21 11:00:00,investment_scam,2067.0,West Bengal,WestBengal_D1,NCRB-IS-05,1
RPT0002694,VIC775761,ACC0006267,+917276460249,2024-02-14 14:00:00,phishing,2223.91,West Bengal,WestBengal_D1,NCRB-PH-04,1
RPT0002695,VIC426982,ACC0006267,+917276460249,2024-10-27 03:00:00,counterfeit_currency,1490.88,West Bengal,WestBengal_D1,NCRB-CC-03,1
RPT0002696,VIC531810,ACC0006267,+917276460249,2024-05-18 23:00:00,phishing,1456.72,West Bengal,WestBengal_D1,NCRB-PH-04,1
RPT0002697,VIC193697,ACC0006267,+917276460249,2024-09-05 12:00:00,digital_arrest,2092.92,West Bengal,WestBengal_D1,NCRB-DA-01,0
RPT0002698,VIC440156,ACC0006268,+918016474186,2024-08-25 09:00:00,investment_scam,173.54,Maharashtra,Maharashtra_D2,NCRB-IS-05,1
RPT0002699,VIC956143,ACC0006269,+918617492974,2024-08-23 16:00:00,digital_arrest,1078.31,Karnataka,Karnataka_D2,NCRB-DA-01,1
RPT0002700,VIC954980,ACC0006269,+918617492974,2024-02-15 05:00:00,digital_arrest,632.03,Karnataka,Karnataka_D2,NCRB-DA-01,1
RPT0002701,VIC671454,ACC0006269,+918617492974,2024-08-02 21:00:00,investment_scam,1464.06,Karnataka,Karnataka_D2,NCRB-IS-05,1
RPT0002702,VIC539522,ACC0006269,+918617492974,2024-03-15 12:00:00,UPI_fraud,1065.74,Karnataka,Karnataka_D2,NCRB-UPI-02,0
RPT0002703,VIC406079,ACC0006277,+917572916893,2024-12-03 18:00:00,investment_scam,243.69,Uttar Pradesh,UttarPradesh_D1,NCRB-IS-05,1
RPT0002704,VIC376711,ACC0006277,+917572916893,2024-08-08 16:00:00,counterfeit_currency,211.26,Uttar Pradesh,UttarPradesh_D1,NCRB-CC-03,1
RPT0002705,VIC946054,ACC0006280,+917048048736,2024-11-07 19:00:00,investment_scam,193.94,Uttar Pradesh,UttarPradesh_D1,NCRB-IS-05,1
RPT0002706,VIC119341,ACC0006281,+918696824242,2024-08-01 15:00:00,investment_scam,3961.27,Andhra Pradesh,AndhraPradesh_D1,NCRB-IS-05,1
RPT0002707,VIC164383,ACC0006281,+918696824242,2024-06-26 01:00:00,investment_scam,2489.97,Andhra Pradesh,AndhraPradesh_D1,NCRB-IS-05,1
RPT0002708,VIC141948,ACC0006285,+918302718506,2024-04-05 15:00:00,digital_arrest,896.01,Uttar Pradesh,UttarPradesh_D1,NCRB-DA-01,1
RPT0002709,VIC383114,ACC0006285,+918302718506,2024-03-06 16:00:00,digital_arrest,1471.35,Uttar Pradesh,UttarPradesh_D1,NCRB-DA-01,1
RPT0002710,VIC195477,ACC0006287,+919302647637,2024-02-25 10:00:00,phishing,348.09,Rajasthan,Rajasthan_D1,NCRB-PH-04,1
RPT0002711,VIC641619,ACC0006287,+919302647637,2024-08-23 06:00:00,digital_arrest,343.72,Rajasthan,Rajasthan_D1,NCRB-DA-01,1
RPT0002712,VIC539930,ACC0006287,+919302647637,2024-05-08 11:00:00,digital_arrest,655.99,Rajasthan,Rajasthan_D1,NCRB-DA-01,1
RPT0002713,VIC730042,ACC0006287,+919302647637,2024-01-17 08:00:00,phishing,446.73,Rajasthan,Rajasthan_D1,NCRB-PH-04,1
RPT0002714,VIC112689,ACC0006287,+919302647637,2024-02-02 21:00:00,phishing,412.17,Rajasthan,Rajasthan_D1,NCRB-PH-04,0
RPT0002715,VIC269075,ACC0006293,+919177231832,2024-09-12 08:00:00,counterfeit_currency,84.77,West Bengal,WestBengal_D1,NCRB-CC-03,1
RPT0002716,VIC159500,ACC0006296,+917674722923,2024-08-08 00:00:00,UPI_fraud,2777.05,Rajasthan,Rajasthan_D3,NCRB-UPI-02,0
RPT0002717,VIC420255,ACC0006296,+917674722923,2024-01-06 06:00:00,UPI_fraud,1088.84,Rajasthan,Rajasthan_D3,NCRB-UPI-02,0
RPT0002718,VIC680749,ACC0006296,+917674722923,2024-06-27 04:00:00,counterfeit_currency,2535.88,Rajasthan,Rajasthan_D3,NCRB-CC-03,1
RPT0002719,VIC248830,ACC0006296,+917674722923,2024-10-12 21:00:00,digital_arrest,1743.87,Rajasthan,Rajasthan_D3,NCRB-DA-01,1
RPT0002720,VIC844862,ACC0006299,+918584371976,2024-09-19 06:00:00,counterfeit_currency,1339.86,Gujarat,Gujarat_D1,NCRB-CC-03,0
RPT0002721,VIC504500,ACC0006306,+918994089624,2024-10-30 00:00:00,counterfeit_currency,686.39,Tamil Nadu,TamilNadu_D2,NCRB-CC-03,1
RPT0002722,VIC257591,ACC0006310,+919537930172,2024-03-04 23:00:00,digital_arrest,1093.5,Andhra Pradesh,AndhraPradesh_D1,NCRB-DA-01,1
RPT0002723,VIC213664,ACC0006310,+919537930172,2024-07-12 21:00:00,counterfeit_currency,1226.13,Andhra Pradesh,AndhraPradesh_D1,NCRB-CC-03,0
RPT0002724,VIC648811,ACC0006311,+917647828716,2024-08-27 04:00:00,UPI_fraud,274.94,Karnataka,Karnataka_D3,NCRB-UPI-02,1
RPT0002725,VIC386250,ACC0006311,+917647828716,2024-01-16 17:00:00,digital_arrest,213.76,Karnataka,Karnataka_D3,NCRB-DA-01,1
RPT0002726,VIC283559,ACC0006311,+917647828716,2024-01-12 06:00:00,phishing,129.26,Karnataka,Karnataka_D3,NCRB-PH-04,0
RPT0002727,VIC378257,ACC0006312,+919402108313,2024-05-12 13:00:00,digital_arrest,115.45,Delhi,Delhi_D2,NCRB-DA-01,1
RPT0002728,VIC885345,ACC0006312,+919402108313,2024-02-28 22:00:00,digital_arrest,159.33,Delhi,Delhi_D2,NCRB-DA-01,1
RPT0002729,VIC541913,ACC0006312,+919402108313,2024-06-19 18:00:00,digital_arrest,203.51,Delhi,Delhi_D2,NCRB-DA-01,1
RPT0002730,VIC885965,ACC0006315,+918612269632,2024-11-13 15:00:00,phishing,126.78,Karnataka,Karnataka_D3,NCRB-PH-04,1
RPT0002731,VIC507570,ACC0006318,+919629670271,2024-03-16 01:00:00,counterfeit_currency,1923.13,Delhi,Delhi_D3,NCRB-CC-03,1
RPT0002732,VIC587482,ACC0006321,+919645528622,2024-12-12 02:00:00,counterfeit_currency,517.38,Telangana,Telangana_D3,NCRB-CC-03,1
RPT0002733,VIC552190,ACC0006322,+919709146616,2024-09-09 12:00:00,phishing,220.39,Delhi,Delhi_D1,NCRB-PH-04,1
RPT0002734,VIC897315,ACC0006323,+918644520326,2024-08-11 16:00:00,phishing,141.96,Delhi,Delhi_D3,NCRB-PH-04,0
RPT0002735,VIC882848,ACC0006332,+919173095216,2024-09-24 16:00:00,counterfeit_currency,1172.25,Gujarat,Gujarat_D2,NCRB-CC-03,1
RPT0002736,VIC299823,ACC0006332,+919173095216,2024-12-03 03:00:00,digital_arrest,1109.24,Gujarat,Gujarat_D2,NCRB-DA-01,0
RPT0002737,VIC284720,ACC0006343,+919268994558,2024-06-28 06:00:00,UPI_fraud,1429.4,Telangana,Telangana_D2,NCRB-UPI-02,0
RPT0002738,VIC284798,ACC0006343,+919268994558,2024-08-30 11:00:00,investment_scam,2478.59,Telangana,Telangana_D2,NCRB-IS-05,1
RPT0002739,VIC882078,ACC0006346,+917212655292,2024-10-14 18:00:00,digital_arrest,243.33,Maharashtra,Maharashtra_D1,NCRB-DA-01,0
RPT0002740,VIC757096,ACC0006346,+917212655292,2024-11-26 18:00:00,investment_scam,133.45,Maharashtra,Maharashtra_D1,NCRB-IS-05,1
RPT0002741,VIC742009,ACC0006346,+917212655292,2024-11-14 16:00:00,investment_scam,206.24,Maharashtra,Maharashtra_D1,NCRB-IS-05,0
RPT0002742,VIC452159,ACC0006347,+917875506546,2024-03-10 04:00:00,investment_scam,357.03,Karnataka,Karnataka_D3,NCRB-IS-05,0
RPT0002743,VIC307302,ACC0006353,+918405100276,2024-02-29 17:00:00,counterfeit_currency,2110.09,Maharashtra,Maharashtra_D2,NCRB-CC-03,1
RPT0002744,VIC991381,ACC0006355,+918236342607,2024-02-19 03:00:00,counterfeit_currency,2046.83,West Bengal,WestBengal_D1,NCRB-CC-03,1
